,Year,PADK,CYAZ,KACV,PAHO,KLGB,KNUC,KNTD,KNZY,PACD,PANT,KMRY,KLAX,KAST,KSAN,KNSI,KSFO,KSIT,PYAK,KOAK,KOTH,PADQ,KVBG
10,1960,92.5,40.17094017094017,52.293577981651374,5.154639175257732,40.51724137931034,76.06837606837607,57.26495726495727,57.391304347826086,79.48717948717949,61.26126126126126,52.77777777777778,45.689655172413794,36.8421052631579,50.43478260869565,50.42016806722689,19.626168224299064,57.26495726495727,80.8695652173913,29.523809523809526,22.429906542056074,48.648648648648646,52.136752136752136
11,1961,96.55172413793103,33.62068965517241,52.252252252252255,23.232323232323232,39.473684210526315,,61.016949152542374,52.58620689655172,80.67226890756302,31.818181818181817,43.96551724137931,43.36283185840708,27.19298245614035,46.55172413793103,50.0,25.0,33.63636363636363,52.63157894736842,34.21052631578947,41.1764705882353,41.73913043478261,51.282051282051285
12,1962,80.53097345132744,39.83050847457627,47.05882352941177,21.348314606741575,49.57983193277311,,52.5,59.82905982905983,75.89285714285714,45.19230769230769,49.572649572649574,55.08474576271186,52.63157894736842,56.666666666666664,61.86440677966102,22.123893805309734,64.65517241379311,77.3913043478261,31.57894736842105,39.09090909090909,43.51851851851852,60.3448275862069
13,1963,89.83050847457628,46.95652173913044,39.62264150943396,15.09433962264151,36.666666666666664,71.42857142857143,53.84615384615385,53.389830508474574,83.05084745762711,53.271028037383175,45.6140350877193,45.2991452991453,48.67256637168141,52.54237288135593,54.23728813559322,14.035087719298245,35.39823008849557,70.0,21.428571428571427,38.18181818181818,40.38461538461539,53.78151260504202
14,1964,94.11764705882354,58.333333333333336,49.51456310679612,21.359223300970875,48.67256637168141,79.83193277310924,55.26315789473684,62.06896551724138,64.1025641025641,39.175257731958766,39.81481481481482,55.45454545454545,55.85585585585586,53.44827586206897,47.863247863247864,29.72972972972973,50.90909090909091,68.04123711340206,28.037383177570092,45.370370370370374,55.14018691588785,52.21238938053097
15,1965,93.27731092436974,30.63063063063063,53.91304347826087,10.679611650485437,47.82608695652174,80.50847457627118,56.41025641025641,56.41025641025641,,,53.91304347826087,52.17391304347826,59.09090909090909,55.932203389830505,58.8235294117647,36.03603603603604,,65.42056074766356,36.111111111111114,41.74757281553398,64.34782608695652,61.206896551724135
16,1966,95.7983193277311,58.035714285714285,23.46938775510204,15.74074074074074,29.565217391304348,66.10169491525424,43.10344827586207,52.94117647058823,,,20.18348623853211,34.78260869565217,33.63636363636363,47.45762711864407,41.228070175438596,7.547169811320755,,50.45871559633027,11.009174311926605,22.105263157894736,68.0672268907563,31.428571428571427
17,1967,91.15044247787611,54.86725663716814,69.56521739130434,19.23076923076923,38.13559322033898,70.83333333333333,48.30508474576271,52.10084033613445,,,70.94017094017094,40.17094017094017,59.130434782608695,50.427350427350426,50.427350427350426,40.18691588785047,,76.78571428571429,43.24324324324324,45.535714285714285,71.17117117117117,66.66666666666667
18,1968,90.75630252100841,39.6551724137931,47.61904761904762,6.796116504854369,40.54054054054054,71.66666666666667,59.09090909090909,58.62068965517241,,,42.20183486238532,47.66355140186916,46.728971962616825,51.30434782608695,45.370370370370374,18.446601941747574,,62.5,23.300970873786408,30.097087378640776,52.83018867924528,41.88034188034188
19,1969,93.33333333333333,43.58974358974359,69.74789915966386,12.0,57.142857142857146,78.33333333333333,55.46218487394958,65.83333333333333,92.3076923076923,,71.1864406779661,63.24786324786325,69.02654867256638,67.5,57.983193277310924,50.86206896551724,,64.42307692307692,53.04347826086956,73.6842105263158,71.15384615384616,69.74789915966386
20,1970,91.59663865546219,29.807692307692307,61.607142857142854,6.1946902654867255,38.46153846153846,77.5,49.152542372881356,56.779661016949156,67.52136752136752,,42.857142857142854,45.2991452991453,40.36697247706422,55.172413793103445,51.37614678899082,24.56140350877193,,61.206896551724135,27.027027027027028,35.13513513513514,58.771929824561404,59.82905982905983
21,1971,85.83333333333333,62.93103448275862,55.96330275229358,19.166666666666668,36.97478991596638,66.94915254237289,48.24561403508772,53.78151260504202,83.19327731092437,,44.827586206896555,37.06896551724138,40.17094017094017,53.44827586206897,37.96296296296296,28.448275862068964,,65.21739130434783,36.8421052631579,33.333333333333336,76.66666666666667,61.206896551724135
22,1972,85.83333333333333,44.54545454545455,61.73913043478261,10.526315789473685,37.391304347826086,72.64957264957265,41.228070175438596,55.55555555555556,88.33333333333333,,,39.285714285714285,50.442477876106196,53.333333333333336,52.33644859813084,21.05263157894737,,72.07207207207207,26.785714285714285,30.097087378640776,67.22689075630252,55.65217391304348
23,1973,74.78991596638656,39.25233644859813,42.857142857142854,11.818181818181818,34.234234234234236,62.06896551724138,57.52212389380531,43.58974358974359,76.06837606837607,38.70967741935484,37.86407766990291,36.44859813084112,42.20183486238532,47.11538461538461,39.42307692307692,11.607142857142858,,44.54545454545455,18.01801801801802,31.73076923076923,55.932203389830505,50.90909090909091
24,1974,90.83333333333333,43.11926605504587,59.130434782608695,2.830188679245283,30.70175438596491,60.833333333333336,48.333333333333336,44.166666666666664,86.20689655172414,45.45454545454545,36.93693693693694,36.75213675213675,43.75,40.17094017094017,42.857142857142854,21.92982456140351,45.56962025316456,56.89655172413793,24.107142857142858,46.902654867256636,33.027522935779814,47.32142857142857
25,1975,89.91596638655462,42.3728813559322,38.793103448275865,18.26086956521739,45.04504504504504,81.5126050420168,65.0,65.78947368421052,71.42857142857143,43.36283185840708,51.75438596491228,62.16216216216216,50.0,54.78260869565217,69.1588785046729,28.448275862068964,70.75471698113208,78.99159663865547,29.661016949152543,42.592592592592595,50.847457627118644,75.28089887640449
26,1976,92.5,42.857142857142854,40.869565217391305,5.357142857142857,21.05263157894737,37.28813559322034,21.238938053097346,26.956521739130434,72.41379310344827,51.02040816326531,21.69811320754717,18.34862385321101,37.391304347826086,21.428571428571427,13.88888888888889,20.0,66.96428571428571,58.47457627118644,19.09090909090909,27.35042735042735,42.3728813559322,22.471910112359552
27,1977,89.16666666666667,50.450450450450454,64.91228070175438,10.0,36.111111111111114,69.16666666666667,58.26086956521739,57.01754385964912,91.59663865546219,62.857142857142854,46.22641509433962,48.275862068965516,59.63302752293578,49.549549549549546,52.136752136752136,33.980582524271846,52.17391304347826,31.896551724137932,34.343434343434346,41.44144144144144,42.608695652173914,56.32183908045977
28,1978,90.83333333333333,33.035714285714285,54.3859649122807,16.379310344827587,15.789473684210526,45.378151260504204,36.283185840707965,31.304347826086957,70.58823529411765,20.0,32.67326732673267,30.76923076923077,43.85964912280702,28.07017543859649,28.571428571428573,18.803418803418804,56.19047619047619,72.41379310344827,20.512820512820515,35.08771929824562,25.217391304347824,42.16867469879518
29,1979,93.22033898305085,50.0,39.823008849557525,13.157894736842104,24.347826086956523,51.724137931034484,37.391304347826086,41.81818181818182,71.55172413793103,38.23529411764706,31.192660550458715,31.03448275862069,36.75213675213675,40.36697247706422,31.35593220338983,14.40677966101695,57.27272727272727,76.92307692307692,18.42105263157895,24.347826086956523,42.857142857142854,41.666666666666664
